beneficiary,vintage_year,total_volume
"Delta Air Lines, Inc.",2016,126066.0
Terpel S.A.,2011,125628.0
Civitas Resources,2019,125415.0
EY Global Services Ltd.,2016,125107.0
Powershop Australia Pty Limited ABN 41 154 914 075,2013,125057.0
Western Australian Government State Fleet,2015,125000.0
Guccio Gucci S.p.a,2017,125000.0
Apple Inc.,2020,124978.0
Anonymous,2022,124709.0
"Städtische Werke AG, Königstor 3-13, 34117 Kassel",2014,124540.0
Natura CosmÃ©ticos S.A.,2014,124044.0
Rémy Cointreau,2020,124023.0
Accolade Wines Limited,2019,124000.0
Karora Resources,2017,123000.0
ACCIONA S.A.,2019,122958.0
0xF6c5d98DfC3B0A9d56c1c5ddD3dE7AB43c8b3A23,2011,122728.0
Delta Airlines,2009,122596.0
"Toho Gas Co., Ltd. (retired with INPEX CORPORATION for LNG carbon offsetting)",2011,121916.0
4AIR Client,2011,121839.0
Transaction Reference 10219,2009,121807.0
0xd85cF713C480a6dFac34121Ee362A5e0Ef74001F,2017,121079.0
British Airways plc (PL202102B),2020,120846.0
Chevron Petroleum Company S.A NIT 860.005.223-9,2012,120662.0
"Osaka Gas Co., Ltd.",2013,120587.0
PetroChina International Company Limited (“PCI”),2020,120353.0
0x2845ec77192ad7ba2faf67e63b49be6c8d4f8b20,2008,120159.0
Civitas Resources,2016,120131.0
Church & Dwight Co Inc,2019,120087.0
CMA CGM,2022,120071.0
Luigi Lavazza S.p.A.,2014,120000.0
NatWest Group,2012,120000.0
Lyft,2017,120000.0
WA State Fleet,2010,120000.0
0x6a5dBF2Fb5206EC8192620810C3edB6d5e62B188,2013,120000.0
Retirement on behalf of NatWest Group Operations,2013,120000.0
cancellation of carbon credits on behalf of Natwest Group Operations,2013,120000.0
GP-10,2013,119731.0
"Grabtaxi (Thailand) Co., Ltd",2020,119572.0
Zukunftswerk eG,2014,119354.0
eprimo GmbH,2009,119155.0
"CNOOC Gas & Power Group Ltd., for the 3,609,024 MMBtus of LNG cargo delivered by Shell",2014,119119.0
GP-4,2012,119067.0
MOSS EARTH - RETIREMENT FOR TOKENIZATION,2017,118868.0
Norwegian Cruise Line Holdings Ltd.,2020,118856.0
TerraPass,2015,118837.0
Pluto LNG Project,2017,118825.0
Retired on Behalf of Client #201,2008,118155.0
Retired on behalf of EY Global Services Limited for FY22,2019,117665.0
Natura Cosméticos S.A.,2019,117560.0
Chiesi Limited - Credits retired for Chiesi Limited,2020,117329.0
Chiesi Limited - Credits retired for Chiesi Limited,2019,117329.0
Ecologi Action Ltd,2018,117242.0
Westpac Group,2015,117222.0
"Interface, Inc.",2020,117082.0
Qantas Airways Limited,2016,116964.0
"Etsy, Inc.",2020,116478.0
Jet2.com,2018,116404.0
BHP,2016,116208.0
CMA CGM,2019,116044.0
CMA CGM,2020,115998.0
_,2009,115821.0
0x5298ee22D6B4EC1A8C62944BA63a8A197ee726e2,2011,115460.0
NGW GmbH,2016,115456.0
Chanel,2016,115000.0
L'Oreal,2019,115000.0
Terpel S.A. NIT  830095213-0,2013,114954.0
Civitas Resources,2017,114945.0
10863,2009,114794.0
PwC International Limited,2017,114794.0
Technische Werke Ludwigshafen AG,2017,114755.0
"Garden of Life, LLC",2014,113980.0
RheinEnergie Trading GmbH,2016,113842.0
PetroChina International (Singapore) Pte. Ltd. (“PCSG”),2012,113742.0
DPD Group,2011,113484.0
"Retired for Interface, Inc. 2013 Cool Carpet Program",2012,113000.0
0xeE9930a62FbF85fb443ad3d7410da665ebc90B83,2017,112815.0
Tokyo Gas Co Ltd TOKYOGS,2008,112483.0
Tokyo Gas Co Ltd TOKYOGS,2010,112482.0
Mapei Spa,2018,112085.0
Moss Amazonia - MCO2 SUPPLY,2013,112037.0
AXA Insurance DAC,2016,112000.0
WeAct Pty Ltd. with COAS account 101017.,2012,111680.0
"Delta Air Lines, Inc.",2015,111670.0
Woodside Energy Group Ltd,2017,111447.0
Apple Inc.,2021,111243.0
NATURA COSMÉTICOS S.A.,2018,111195.0
Nespresso S.A.,2017,111129.0
CMA CGM,2017,111035.0
WeAct Pty Ltd. with COAS account 101017.,2014,111000.0
Australia and New Zealand Banking Group Ltd,2015,110555.0
Guangdong Ruiqing Contemporary Amperex Technology Limited,2015,110500.0
Natural Capital Partners client,2016,110288.0
Marke VW Pkw,2016,110000.0
"Petromil S.A.S., NIT: 819.001.667-8",2014,109893.0
0xF36729fBfcdE9A65386eb236460d8A8CfceD2156,2009,109548.0
OMV Gas Marketing & Trading GmbH,2020,109468.0
Affiliate of Takeda Pharmaceuticals Company Limited,2019,109110.0
Lenovo,2015,109000.0
"CNOOC Gas & Power Group Ltd., for the 3,338,892 MMBtus of LNG cargo delivered by Shell.",2014,108847.0
China National Offshore Oil Corporation,2010,108231.0
Localiza Rent A Car S.A.,2019,107759.0
Church & Dwight,2012,107470.0
ESTW - Erlanger Stadtwerke AG,2011,107424.0
Barilla/Harry's,2021,107276.0
Origin Energy Limited (Under Climate Active),2020,107212.0
ADNOC LNG,2020,106604.0
WEX Europe Services,2015,106403.0
"PETROLEOS DEL MILENIO S.A.S., identificada con NIT 819.001.667-8",2013,106252.0
AESC Group Ltd.,2021,106238.0
Pluto LNG Project,2018,106042.0
Farfetch UK Limited,2014,106000.0
0x0BF92DeE04456E3851D7418ed890d5522d7BD496,2018,105982.0
ENEOS Corporation,2010,105610.0
ENEOS Corporation,2008,105610.0
ESWE Versorgungs AG,2020,105608.0
EYGS,2018,105600.0
The Boeing Company,2022,105341.0
Ovo Energy,2019,105000.0
Kuehne+Nagel Management AG,2017,105000.0
BRISBANE CITY COUNCIL,2018,104908.0
Anonymous,2016,104208.0
Norwegian Cruise Line Holdings Ltd.,2011,104070.0
"Tokyo Gas Co., Ltd. for the LNG cargo delivered on 5 March 2022 under QC LNG SPA",2010,104051.0
"Tokyo Gas Co., Ltd. for the LNG cargo delivered on 5 March 2022 under QC LNG SPA",2008,104051.0
The 19th Asian Games Hangzhou 2022 Organising Committee,2012,103900.0
ATLANTICA SUSTAINABLE INFRASTRUCTURE PLC,2018,103622.0
JetBlue Airways Corporation,2017,103594.0
Air France,2015,103333.0
ENTEGA Plus GmbH NATURbalance Erdgas Absatz Privatkunden 2023,2010,103232.0
Barilla/WASA,2018,102890.0
Qantas Airways Limited,2013,102686.0
Pangolin,2015,102435.0
Jet2.com,2019,102317.0
China National Offshore Oil Corporation,2008,102302.0
CPC,2013,102171.0
Powershop Australia Pty Limited,2020,101926.0
Kering,2016,101720.0
EY Global Services Ltd.,2020,101710.0
CNOOC Gas and Power Trading & Marketing Limited,2015,101380.0
Retired on behalf of EY Global Services Limited for FY24,2017,101332.0
Chevron Petroleum Company,2013,101311.0
GeoPost/DPDgroup - 2021 Emissions - Certificate 22/264,2020,100968.0
0x8fb0547f91a07cbf9e2df70034d63c5863a3602e,2010,100930.0
Wex Europe Services,2014,100903.0
0x886B4F80A48b9516bBaa9fe092afD7565777eB82,2011,100856.0
Petroleos del Milenio Petromil S.A.S.,2013,100782.0
City of Sydney,2006,100642.0
Retirement on behalf of our customer Ineos Manufacturing,2019,100467.0
0x477032B4EC751F8c1EBdcFA3B9c2b78e91B8A3a8,2009,100467.0
NGW GmbH,2017,100305.0
Accolade Wines Limited,2022,100000.0
0x44aa51df5b295289A3699f950815F00a4B134A79,2015,100000.0
Organizacion Terpel S.A. NIT 830.095.213-0,2016,100000.0
Continental AG,2014,100000.0
Organizacion TERPEL  NIT 830095213-0,2016,100000.0
AECOM,2018,100000.0
Microsoft Corporation,2015,100000.0
0x131ce98dc7739b6961e2f3e02233bc17549ba514,2015,100000.0
J. Aron & Company,2012,100000.0
0x6D4b1d2e2986Cee0c2cB82cd17ad5b3289f6FBE8,2012,100000.0
Eni Plenitude SpA Società benefit,2019,100000.0
Prologis,2016,100000.0
0xE519B28E8F96e229498F15bb2DA4eC0e942f688F,2017,100000.0
0x00000016F127c94A667Ae3C9fDF0C31c9C79826f,2012,100000.0
J. Aron & Company,2009,100000.0
Lhoist,2019,100000.0
Azura Group,2008,100000.0
Groupe Air France,2012,100000.0
0x6b6c308481D859D98ca8a88ca2BfD90E594208dB,2008,100000.0
0xaC5f1da716b466aEdBFE24bb8496Ce4B956aF05F,2010,100000.0
AECOM,2017,100000.0
Ovako Group,2020,100000.0
Takeda Pharmaceutical Company Ltd.,2017,100000.0
Retired on behalf of Bank of America for 2019-2021 GHG emissions,2015,100000.0
Fritz Wahr Energie GmbH & Co. KG,2009,100000.0
Richemont International SA,2015,100000.0
Continental AG,2017,100000.0
Estra Energie Srl,2008,100000.0
Stadtwerke Bayreuth Energie & Wasser GmbH,2018,100000.0
Powershop Australia Pty Limited,2010,100000.0
Greenchoice,2018,100000.0
RheinEnergie Trading GmbH,2013,100000.0
Powershop Australia Pty Limited,2015,100000.0
0xDAb7f2BC9AA986d9759718203C9a76534894E900,2009,100000.0
0xe0c7dbd01d0571c4d8b89bd15c42ee1c7659d087,2014,100000.0
Range Resources Corporation,2022,100000.0
BrewDog PLC,2013,100000.0
ZIPAIR Tokyo Inc.,2018,100000.0
0xee9930a62fbf85fb443ad3d7410da665ebc90b83,2019,100000.0
"DJR Operating, LLC",2013,100000.0
Takeda Pharmaceutical Company Limited,2018,100000.0
0xb0EE473B1E6dDEcD7A86E4C00D9B0A2D158e01cf,2013,100000.0
EY Global Services,2015,100000.0
Continental AG,2021,100000.0
Boston Consulting Group,2014,100000.0
Arcadian Organic & Natural Meat Co. Pty Ltd,2010,100000.0
"Interstate Gas Supply, Inc. dba IGS Energy",2011,100000.0
Microsoft,2021,100000.0
Interface Inc,2010,100000.0
Spark Energy Gas,2014,99513.0
"Recreational Equipment, Inc",2018,99325.0
Swire Pacific Offshore Operations Pte Ltd,2010,99241.0
PRIMAKLIMA e.V.,2020,99038.0
TASC SA Pty Ltd (COAS account 101046),2021,98995.0
WEX Europe Services,2010,98754.0
Technische Werke Ludwigshafen am Rhein AG,2011,98701.0
N/A,2010,98536.0
"SHIZUOKA GAS Co., Ltd.,",2013,98511.0
"SHIZUOKA GAS Co., Ltd.,",2011,98511.0
Petromil S.A.S NIT: 819.001.667-8,2014,98497.0
EY Global Services Limited,2017,97712.0
Groupe Air France,2013,97682.0
MOSS EARTH - RETIREMENT FOR TOKENIZATION,2018,97527.0
0xB208E3Dcc8e2b091fa4b9Aa65D528FDfDc8bfA93,2014,97498.0
0x51d3A285bDb30fbdec337Cb2f5D7A863d78A36BE,2015,97242.0
Retired on Behalf of Client #201,2011,97069.0
Takeda Pharmaceutical Company,2019,97000.0
Dortmunder Energie- und Wasserversorgung GmbH,2014,96966.0
Fastweb S.p.A.,2010,96936.0
Estra Energie S.r.l.,2010,96399.0
COMPANHIA DE LOCAÇÃO DAS AMERICAS,2003,96382.0
Barilla/Harry's,2020,96130.0
Retirement on behalf our customer 10128,2014,95773.0
Wonderbag UK Limited (Account 101051),2019,95000.0
Luigi Lavazza Spa,2011,95000.0
BV - Banco Votorantim S.A.,2017,94842.0
Guangdong Ruiqing Contemporary Amperex Technology Limited.,2017,94500.0
Seattle City Light,2016,94461.0
Retired on behalf of Continental AG to contribute to our global program Net|Zero|Now,2019,94403.0
Origin Energy Limited (Under Climate Active),2016,94263.0
AB SKF,2009,94132.0
Milliken & Company,2020,94010.0
Eprimo,2014,93162.0
-,2020,92797.0
Retired on behalf of EY Global Services Limited for FY23.,2019,92743.0
"Toho Gas Co., Ltd. (retired with INPEX CORPORATION for LNG carbon offsetting)",2016,92423.0
zukunftswerk eG,2011,92023.0
IFCO,2017,91770.0
"StÃ¤dtische Werke AG, KÃ¶nigstor 3-13, 34117 Kassel",2011,91470.0
Retired on Behalf of Client #201,2010,90803.0
Signify BV,2012,90600.0
0x51d3A285bDb30fbdec337Cb2f5D7A863d78A36BE,2013,90560.0
ATOS,2012,90482.0
Groupe La Poste – BSCC COLIS,2018,90353.0
"Salesforce.com, Inc",2019,90303.0
Greenfleet,2020,90126.0
"Meta Platforms, Inc.",2013,90000.0
Delta Airlines,2014,89714.0
ANZ,2014,89411.0
Nespresso S.A. - carbon offsetting,2017,89388.0
DPDgroup,2009,89378.0
Clients of Eni Gas & Power France who are subscribed to “CO2-compensated gas offers & options” till 30-09-2023,2021,89352.0
"StÃ¤dtische Werke AG, KÃ¶nigstor 3-13, 34117 Kassel",2013,89181.0
Butagaz,2010,89000.0
PETROLEOS DEL MILENIO S.A.S. NIT 819.001.667-8,2011,88921.0
"Jiangsu Contemporary Amperex Technology Co., Limited",2020,88795.0
ExxonMobil de Colombia NIT 860.002.554-8,2014,88735.0
KdNr 10863 (alle Unternehmen),2017,88636.0
"Jiangsu Contemporary Amperex Technology Co., Limited",2014,88626.0
Proxifuel,2018,88446.0
DL,2011,88256.0
0xb0ee473b1e6ddecd7a86e4c00d9b0a2d158e01cf,2013,88205.0
PwC International Limited,2018,88169.0
Moss,2013,87963.0
BS,2019,87938.0
Groupe La Poste – BSCC Courrier,2018,87919.0
Butagaz,2009,87917.0
N/A,2019,87446.0
NATURA COSMÉTICOS S.A.,2016,87289.0
"Blue Apron, LLC",2013,86667.0
MOSS EARTH - RETIREMENT FOR TOKENIZATION,2019,86375.0
4AIR,2023,86270.0
Transaction Reference 13298,2011,86237.0
Kuehne+Nagel Management AG,2018,86000.0
ŠKODA AUTO a.s.,2012,85828.0
MOSS EARTH - RETIREMENT FOR TOKENIZATION,2015,85519.0
GRABCAR PTE. LTD.,2019,85513.0
0xcf237f7e640e32470587ff8e5918ead1840c6e5a,2011,85501.0
Ecologi Action Ltd,2016,85488.0
"Shaw Industries, Inc",2014,85340.0
Nedbank Limited COAS account number 101020,2019,85013.0
Civitas Resources,2018,85002.0
Astomos Energy Corporation,2012,84926.0
Astomos Energy Corporation,2010,84926.0
GeoPost/DPDgroup - 2021 Emissions - Certificate 22/264,2017,84925.0
Boston Consulting Group,2021,84876.0
"AEL Mining Services Limited, COAS Account: 100015",2010,84837.0
"U.S. Venture, Inc.",2020,84717.0
DPDgroup,2016,84555.0
A.T. Kearney,2007,84006.0
On behalf of McKinsey & Co.'s 2022 GHG Emissions,2021,83719.0
Zalando SE,2018,83677.0
Nespresso S.A. (offsetting program),2014,83500.0
Nedbank Limited COAS account number 101020,2018,83388.0
TotalEnergies Wärme&Kraftstoff Deutschland Renewal,2021,83376.0
MOSS EARTH - RETIREMENT FOR TOKENIZATION,2012,83333.0
Lion Pty Ltd,2017,83202.0
Air Canada,2021,83000.0
CAF (CorporaciÃ³n Andina de Fomento) â€“ Banco de Desarrollo de AmÃ©rica Latina,2010,82963.0
SHELL WESTERN SUPPLY AND TRADING LIMITED,2017,82805.0
Samsung (UK),2017,82784.0
DPDgroup,2013,82713.0
Acciaieria Arvedi S.p.A.,2014,82326.0
Certificate 19/332 - Offset 2020,2012,82298.0
BEF Customers,2020,82022.0
Ecotricity,2018,82000.0
0x5298ee22D6B4EC1A8C62944BA63a8A197ee726e2,2013,81890.0
Woodside Burrup Pty Ltd,2017,81882.0
GrabCar Pte. Ltd.,2019,81833.0
Exxon Mobil de Colombia SA,2014,81781.0
COSENTINO,2016,81781.0
Bayer AG,2017,81778.0
DPDgroup,2014,81709.0
The 19th Asian Games Hangzhou 2022 Organising Committee,2013,81663.0
ARCELIK A.S.,2017,81648.0
Groupe La Poste – BSCC Courrier,2017,81560.0
Technische Werke Ludwigshafen am Rhein AG,2007,81440.0
Inspire Energy Holdings LLC,2019,81414.0
0xd85cF713C480a6dFac34121Ee362A5e0Ef74001F,2012,81351.0
Jet2.com,2020,81279.0
On behalf of Patch's customers and/ or their End Users,2019,81203.0
4AIR,2017,81041.0
Global Fashion Group S.A.,2017,81013.0
Bank of America,2018,80646.0
EMB Energie Mark Brandenburg GmbH,2013,80640.0
OMV Petrom Marketing SRL,2020,80586.0
Beiersdorf AG,2014,80506.0
Richemont International SA,2017,80500.0
ANZ,2017,80143.0
Zurich Insurance Company Ltd.,2014,80062.0
CAF (CorporaciÃ³n Andina de Fomento) - Banco de Desarrollo de AmÃ©rica Latina,2010,80023.0
0xB208E3Dcc8e2b091fa4b9Aa65D528FDfDc8bfA93,2015,80022.0
0x426f2c72406f36b4c44253175f412756b4f96ff2,2012,80000.0
0x218D69F2d000Ca037B5918e78688f1B39c39d87f,2012,80000.0
British Airways,2017,80000.0
Goldman Sachs Group Inc.,2019,80000.0
FIFA World Cup Qatar 2022 LLC,2021,80000.0
Bayer AG,2020,80000.0
CHEVRON PETROLEUM COMPANY NIT 860005223-9,2014,80000.0
JPMorgan Chase,2014,79921.0
PricewaterhouseCoopers LLP,2013,79740.0
"JPMorgan Chase Bank, N.A.",2007,79734.0
0xCc060E0bFdc4Df5C7CFb9f9Fa358DdFD032AEe61,2013,79249.0
Australian Paper,2014,79185.0
0xd85cF713C480a6dFac34121Ee362A5e0Ef74001F,2015,79150.0
Atos International,2009,79029.0
Carbonfund.org Foundation,2019,78998.0
GS Energy Trading Singapore Pte Ltd GSENERS,2010,78733.0
PwC,2016,78690.0
Climate Neutral,2019,78555.0
PETROLEOS DEL MILENIO S.A.S. NIT 819.001.667-8,2013,78504.0
on behalf of customer 10369,2013,78423.0
Groupe Air France,2015,78333.0
ENTEGA Plus GmbH NATURbalance Erdgas Absatz Privatkunden Teilmenge November-Dezember 2021,2007,78007.0
Eni Gas and Power France,2020,77910.0
Air France,2017,77853.0
Klima,2019,77698.0
0xc450fEbECA0A1A4f802C74b5a15CfC90b799eaF5,2014,77600.0
GP-10,2010,77342.0
Civitas Resources,2014,77309.0
PwC International Limited,2020,77242.0
INV 2243 - AMD,2008,77011.0
EnviroServ Waste Management,2020,76505.0
Nedbank Limited,2016,76438.0
ESWE Versorgungs AG,2012,76223.0
Takeda Pharmaceutical Company Ltd.,2019,76000.0
"Interface, Inc.",2015,76000.0
GP-18,2010,75968.0
Equinor ASA,2015,75952.0
Forest Carbon Ltd,2014,75778.0
0xE519B28E8F96e229498F15bb2DA4eC0e942f688F,2009,75468.0
Shopify Merchants,2015,75466.0
Anonymous,2019,75449.0
Lavazza,2016,75441.0
Norwegian Cruise Line Holdings Ltd.,2017,75350.0
Retirement on behalf of our customer 10128,2019,75251.0
0x8fb0547f91a07cbf9e2df70034d63c5863a3602e,2009,75180.0
"Contemporary Amperex Technology Co., Limited",2020,75045.0
"INPEX CORPORATION (retired with Toho Gas Co., Ltd. for LNG carbon offsetting)",2015,75018.0
Booking Holdings Inc.,2016,75000.0
Transaction Reference 11640,2009,75000.0
Kering SA,2013,75000.0
Digital Visa Systems B.V,2021,75000.0
Retiring on behalf of and for the benefit of JPMorgan Chase,2021,75000.0
Telefônica Brasil S.A.,2016,75000.0
Kuehne+Nagel Management AG,2016,75000.0
0x664d2c3e201f039E67a70186a3f4CEe20cdFf53b,2009,75000.0
Takeda Pharmaceutical Company Ltd,2018,75000.0
0xE1D3baA26D94F53897eFBeb550D95cc2AB72D5F7,2012,75000.0
Westpac Banking Corporation,2019,75000.0
Qantas Airways Limited,2017,74979.0
Groupe La Poste – BSCC Courrier,2019,74700.0
"PRIMAX COLOMBIA S.A. identificada con NIT. 860.002.554-8,",2013,74592.0
"Interface, Inc.",2011,74567.0
GP-5,2010,74470.0
Samsung UK,2017,74418.0
0xc450fEbECA0A1A4f802C74b5a15CfC90b799eaF5,2012,74412.0
Etihad Airways PJSC,2018,74391.0
Climate Friendly Clients,2009,74319.0
Richemont International SA,2016,74000.0
GrabCar Sdn. Bhd.,2019,73600.0
Retired on behalf of EY Global Services Limited for FY24,2018,73582.0
Zurich Insurance Company Ltd,2017,73268.0
Rémy Cointreau,2021,73237.0
Barilla/Harry's,2013,73201.0
AXA SA,2016,73145.0
Incitec Pivot,2009,73142.0
Ambipar Group - CTR Aracruz,2011,73059.0
OCBC Bank,2021,73000.0
Natura CosmÃ©ticos S.A.,2013,72802.0
Enovos Luxembourg S.A.,2010,72494.0
The Boeing Company,2015,72357.0
Banco Bradesco S.A.,2013,72210.0
BV - Banco Votorantim S.A.,2018,72118.0
Westpac Group,2017,72094.0
Beiersdorf AG,2016,71554.0
GP-5,2009,71319.0
CEWE Stiftung & Co. KGaA,2016,71295.0
Puget Sound Energy,2019,71195.0
"Retired on behalf of NHL Enterprises, L.P.",2015,70849.0
Natura Cosméticos S.A.,2012,70800.0
Qantas Airways Limited,2015,70722.0
"China Pacific Property Insurance Co.,Ltd.",2021,70714.0
0xf99FeCCcd31fc665E4D453BBdC1C190Bdc5836a7,2015,70478.0
CPR INVEST - CLIMATE ACTION,2014,70192.0
The Walt Disney Company,2021,70000.0
0xdb97aa9B0C07254Ef9E017641f5da271E5C31f35,2014,70000.0
CO_2023_701 ord 002_Florim,2020,70000.0
National Australia Bank Ltd,2015,70000.0
NAB,2017,70000.0
The Walt Disney Company,2020,70000.0
0x128319a64c1fC3a4F07Ac59f8E7BF2c70c4894d7,2011,69886.0
ESWE Versorgungs AG,2013,69735.0
Zalando SE,2020,69471.0
Stadtwerke Meerane GmbH,2010,69099.0
Westpac Group,2014,69027.0
Energy Locals,2008,69014.0
Gustavo Gusto GmbH & Co. KG 2022,2011,69000.0
0xEE66Bfe308c0DeCe0F25c46B254df50cea743674,2018,68970.0
"Jiangsu Contemporary Amperex Technology Co., Limited",2013,68874.0
Clients of Eni Gas & Power France who are subscribed to “CO2-compensated gas offers & options” during 2023,2018,68839.0
AT Kearney,2007,68630.0
Australian Paper NCOS CN Program,2010,68601.0
PT GRAB TEKNOLOGI INDONESIA,2019,68600.0
Forest Carbon Ltd,2011,68478.0
Ecologi Action Ltd,2007,68049.0
CMA CGM,2011,68043.0
Virgin Voyages,2018,67909.0
_,2011,67885.0
0xE0c7dBd01D0571c4d8B89bd15c42Ee1c7659d087,2014,67785.0
WPP,2016,67710.0
Acciona Trasmediterránea,2011,67639.0
Guangdong Ruiqing Contemporary Amperex Technology Limited,2013,67554.0
"Contemporary Amperex Technology Co., Limited",2014,67488.0
Insurance Australia Group,2010,67425.0
0xee9930a62fbf85fb443ad3d7410da665ebc90b83,2014,67233.0
On behalf of Patch's customers and/ or their End Users,2020,67214.0
0xF36729fBfcdE9A65386eb236460d8A8CfceD2156,2017,67179.0
Zalando SE,2019,67013.0
Delta Air Lines,2009,67004.0
European Investment Bank,2015,66921.0
0x5216D8d7278f8978fDb0D66f4Fe8F0C2f516B8d6,2011,66913.0
easyJet Airline Company Limited,2020,66726.0
0xF36729fBfcdE9A65386eb236460d8A8CfceD2156,2016,66339.0
Cancellation 2020,2018,66259.0
CO2 Advisor – Rif. CO_2023_1001 ord 003,2020,66187.0
Charles Sturt University,2019,66150.0
Civitas Resources,2020,66024.0
CPC,2020,66003.0
Bonnier Books,2020,66000.0
Jacobs,2021,66000.0
Karoon Petróleo e Gás ltda,2021,65894.0
Origin Energy Limited (Under Climate Active),2019,65732.0
BEF Customers,2017,65641.0
"China Pacific Property Insurance Co.,Ltd.",2012,65360.0
meistro Energie GmbH,2016,65305.0
Turo Inc.,2015,65000.0
"The Goldman Sachs Group, Inc.",2019,65000.0
eprimo GmbH,2013,65000.0
Small World,2009,65000.0
Nespresso,2014,65000.0
Rémy Cointreau,2018,64991.0
0x5f6C053734bc5f7Bb6817af357Cbe9007Dddcdae,2015,64950.0
Lindblad Expeditions,2017,64925.0
Bonnier Books,2018,64808.0
"Etsy, Inc.",2017,64649.0
CPR INVEST - CLIMATE ACTION,2012,64639.0
Air Canada,2019,64575.0
Klima,2020,64509.0
Delta Airlines,2010,64404.0
NAB,2014,64381.0
Origin Energy Limited (Under CRS),2016,64368.0
Adani Total Private Limited (ATPL),2020,64286.0
"Zenlen, Inc. dba Native",2018,64247.0
BEF Customers,2019,64085.0
EQALLIES.COM,2006,64000.0
Bitmain Technologies Limited,2007,63870.0
ENTEGA Plus GmbH NATURbalance Erdgas Absatz Privatkunden Teilmenge Dezember 2022,2013,63867.0
Greenfleet,2017,63836.0
Intrepid Group Limited,2017,63763.0
0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075,2011,63631.0
